timestamp, memory.used [MiB], utilization.gpu [%]
2026/04/23 23:27:24.826, 13499 MiB, 55 %
2026/04/23 23:27:25.826, 13499 MiB, 55 %
2026/04/23 23:27:26.826, 13499 MiB, 55 %
2026/04/23 23:27:27.827, 13499 MiB, 56 %
2026/04/23 23:27:28.827, 13499 MiB, 56 %
2026/04/23 23:27:29.827, 13499 MiB, 57 %
2026/04/23 23:27:30.827, 13499 MiB, 56 %
2026/04/23 23:27:31.827, 13499 MiB, 55 %
2026/04/23 23:27:32.827, 13499 MiB, 55 %
2026/04/23 23:27:33.828, 13499 MiB, 56 %
2026/04/23 23:27:34.828, 13499 MiB, 57 %
2026/04/23 23:27:35.829, 13499 MiB, 52 %
2026/04/23 23:27:36.829, 13499 MiB, 52 %
2026/04/23 23:27:37.829, 13499 MiB, 56 %
2026/04/23 23:27:38.829, 13499 MiB, 55 %
2026/04/23 23:27:39.829, 13499 MiB, 56 %
2026/04/23 23:27:40.830, 13499 MiB, 56 %
2026/04/23 23:27:41.830, 13499 MiB, 57 %
2026/04/23 23:27:42.830, 13499 MiB, 52 %
2026/04/23 23:27:43.830, 13499 MiB, 52 %
2026/04/23 23:27:44.830, 13499 MiB, 55 %
2026/04/23 23:27:45.831, 13499 MiB, 55 %
2026/04/23 23:27:46.831, 13499 MiB, 56 %
2026/04/23 23:27:47.831, 13499 MiB, 55 %
2026/04/23 23:27:48.831, 13499 MiB, 52 %
2026/04/23 23:27:49.831, 13499 MiB, 55 %
2026/04/23 23:27:50.831, 13499 MiB, 56 %
2026/04/23 23:27:51.832, 13499 MiB, 55 %
2026/04/23 23:27:52.832, 13499 MiB, 57 %
2026/04/23 23:27:53.832, 13499 MiB, 56 %
2026/04/23 23:27:54.832, 13499 MiB, 57 %
2026/04/23 23:27:55.832, 13499 MiB, 56 %
2026/04/23 23:27:56.832, 13499 MiB, 57 %
2026/04/23 23:27:57.833, 13499 MiB, 56 %
2026/04/23 23:27:58.833, 13499 MiB, 52 %
2026/04/23 23:27:59.833, 13499 MiB, 55 %
2026/04/23 23:28:00.833, 13499 MiB, 55 %
2026/04/23 23:28:01.833, 13499 MiB, 53 %
2026/04/23 23:28:02.833, 13499 MiB, 56 %
2026/04/23 23:28:03.834, 13499 MiB, 56 %
2026/04/23 23:28:04.834, 13499 MiB, 54 %
2026/04/23 23:28:05.834, 13499 MiB, 51 %
2026/04/23 23:28:06.834, 13499 MiB, 53 %
2026/04/23 23:28:07.835, 13499 MiB, 55 %
2026/04/23 23:28:08.835, 13499 MiB, 57 %
2026/04/23 23:28:09.835, 13499 MiB, 56 %
2026/04/23 23:28:10.835, 13499 MiB, 57 %
2026/04/23 23:28:11.835, 13499 MiB, 56 %
2026/04/23 23:28:12.836, 13499 MiB, 56 %
2026/04/23 23:28:13.836, 13499 MiB, 56 %
2026/04/23 23:28:14.836, 13499 MiB, 51 %
2026/04/23 23:28:15.836, 13499 MiB, 55 %
2026/04/23 23:28:16.837, 13499 MiB, 54 %
2026/04/23 23:28:17.837, 13499 MiB, 55 %
2026/04/23 23:28:18.837, 13499 MiB, 55 %
2026/04/23 23:28:19.837, 13499 MiB, 55 %
2026/04/23 23:28:20.838, 13499 MiB, 52 %
2026/04/23 23:28:21.838, 13499 MiB, 56 %
2026/04/23 23:28:22.838, 13499 MiB, 55 %
2026/04/23 23:28:23.838, 13499 MiB, 55 %
2026/04/23 23:28:24.839, 13499 MiB, 57 %
2026/04/23 23:28:25.839, 13499 MiB, 56 %
2026/04/23 23:28:26.839, 13499 MiB, 55 %
2026/04/23 23:28:27.839, 13499 MiB, 55 %
2026/04/23 23:28:28.840, 13499 MiB, 55 %
2026/04/23 23:28:29.840, 13499 MiB, 55 %
2026/04/23 23:28:30.840, 13499 MiB, 55 %
2026/04/23 23:28:31.840, 13499 MiB, 57 %
2026/04/23 23:28:32.840, 13499 MiB, 57 %
2026/04/23 23:28:33.840, 13499 MiB, 56 %
2026/04/23 23:28:34.841, 13499 MiB, 53 %
2026/04/23 23:28:35.841, 13499 MiB, 57 %
2026/04/23 23:28:36.841, 13499 MiB, 56 %
2026/04/23 23:28:37.841, 13499 MiB, 52 %
2026/04/23 23:28:38.841, 13499 MiB, 53 %
2026/04/23 23:28:39.841, 13499 MiB, 55 %
2026/04/23 23:28:40.842, 13499 MiB, 55 %
2026/04/23 23:28:41.842, 13499 MiB, 55 %
2026/04/23 23:28:42.842, 13499 MiB, 56 %
2026/04/23 23:28:43.842, 13499 MiB, 56 %
2026/04/23 23:28:44.843, 13499 MiB, 54 %
2026/04/23 23:28:45.843, 13499 MiB, 56 %
2026/04/23 23:28:46.843, 13499 MiB, 52 %
2026/04/23 23:28:47.843, 13499 MiB, 53 %
2026/04/23 23:28:48.844, 13499 MiB, 52 %
2026/04/23 23:28:49.844, 13499 MiB, 52 %
2026/04/23 23:28:50.844, 13499 MiB, 52 %
2026/04/23 23:28:51.844, 13499 MiB, 51 %
2026/04/23 23:28:52.845, 13499 MiB, 52 %
2026/04/23 23:28:53.845, 13499 MiB, 55 %
2026/04/23 23:28:54.845, 13499 MiB, 51 %
2026/04/23 23:28:55.845, 13499 MiB, 51 %
2026/04/23 23:28:56.845, 13499 MiB, 55 %
2026/04/23 23:28:57.846, 13499 MiB, 52 %
2026/04/23 23:28:58.846, 13499 MiB, 56 %
2026/04/23 23:28:59.846, 13499 MiB, 55 %
2026/04/23 23:29:00.846, 13499 MiB, 54 %
2026/04/23 23:29:01.847, 13499 MiB, 51 %
2026/04/23 23:29:02.847, 13499 MiB, 55 %
2026/04/23 23:29:03.847, 13499 MiB, 52 %
2026/04/23 23:29:04.847, 13499 MiB, 55 %
2026/04/23 23:29:05.848, 13499 MiB, 52 %
2026/04/23 23:29:06.848, 13499 MiB, 51 %
2026/04/23 23:29:07.848, 13499 MiB, 52 %
2026/04/23 23:29:08.848, 13499 MiB, 52 %
2026/04/23 23:29:09.848, 13499 MiB, 53 %
2026/04/23 23:29:10.849, 13499 MiB, 51 %
2026/04/23 23:29:11.849, 13499 MiB, 56 %
2026/04/23 23:29:12.849, 13499 MiB, 56 %
2026/04/23 23:29:13.849, 13499 MiB, 54 %
2026/04/23 23:29:14.850, 13499 MiB, 55 %
2026/04/23 23:29:15.850, 13499 MiB, 52 %
2026/04/23 23:29:16.850, 13499 MiB, 51 %
2026/04/23 23:29:17.851, 13499 MiB, 55 %
2026/04/23 23:29:18.851, 13499 MiB, 52 %
2026/04/23 23:29:19.851, 13499 MiB, 54 %
2026/04/23 23:29:20.851, 13499 MiB, 51 %
2026/04/23 23:29:21.852, 13499 MiB, 56 %
2026/04/23 23:29:22.852, 13499 MiB, 56 %
2026/04/23 23:29:23.852, 13499 MiB, 55 %
2026/04/23 23:29:24.852, 13499 MiB, 52 %
2026/04/23 23:29:25.852, 13499 MiB, 53 %
2026/04/23 23:29:26.853, 13499 MiB, 55 %
2026/04/23 23:29:27.853, 13499 MiB, 55 %
2026/04/23 23:29:28.853, 13499 MiB, 56 %
2026/04/23 23:29:29.853, 13499 MiB, 55 %
2026/04/23 23:29:30.854, 13499 MiB, 52 %
2026/04/23 23:29:31.854, 13499 MiB, 52 %
2026/04/23 23:29:32.854, 13499 MiB, 51 %
2026/04/23 23:29:33.854, 13499 MiB, 51 %
2026/04/23 23:29:34.855, 13499 MiB, 56 %
2026/04/23 23:29:35.855, 13499 MiB, 56 %
2026/04/23 23:29:36.855, 13499 MiB, 0 %
2026/04/23 23:29:37.855, 13499 MiB, 0 %
2026/04/23 23:29:38.856, 14 MiB, 56 %
2026/04/23 23:29:39.856, 14 MiB, 0 %
2026/04/23 23:29:40.856, 14 MiB, 0 %
2026/04/23 23:29:41.856, 14 MiB, 0 %
2026/04/23 23:29:42.857, 14 MiB, 0 %
2026/04/23 23:29:43.857, 14 MiB, 0 %
2026/04/23 23:29:44.857, 14 MiB, 0 %
2026/04/23 23:29:45.857, 14 MiB, 0 %
2026/04/23 23:29:46.858, 14 MiB, 0 %
2026/04/23 23:29:47.858, 14 MiB, 0 %
2026/04/23 23:29:48.858, 14 MiB, 0 %
2026/04/23 23:29:49.859, 14 MiB, 0 %
2026/04/23 23:29:50.859, 14 MiB, 0 %
2026/04/23 23:29:51.859, 14 MiB, 0 %
2026/04/23 23:29:52.860, 14 MiB, 0 %
2026/04/23 23:29:53.860, 14 MiB, 0 %
